code,year,gdp_per_capita
FRA,1990,38655.887
FRA,1991,38937.953
FRA,1992,39331.902
FRA,1993,39020.613
FRA,1994,39801.39
FRA,1995,40570.72
FRA,1996,40990.74
FRA,1997,41876.934
FRA,1998,43162.543
FRA,1999,44400.137
FRA,2000,45922.48
FRA,2001,46454.87
FRA,2002,46610.78
FRA,2003,46730.977
FRA,2004,47720.44
FRA,2005,48257.465
FRA,2006,49223.246
FRA,2007,50157.785
FRA,2008,50068.297
FRA,2009,48404.965
FRA,2010,49130.42
FRA,2011,50085.684
FRA,2012,49935.625
FRA,2013,50066.53
FRA,2014,50326.566
FRA,2015,50682.895
FRA,2016,50984.074
FRA,2017,51895.566
FRA,2018,52560.953
FRA,2019,53448.555
FRA,2020,49311.332
FRA,2021,52517.336
FRA,2022,53673.812
FRA,2023,54296.723
FRA,2024,54799.348
GAB,1990,23884.81
GAB,1991,24665.68
GAB,1992,23268.998
GAB,1993,23551.682
GAB,1994,23794.314
GAB,1995,24344.186
GAB,1996,24595.973
GAB,1997,25359.66
GAB,1998,25585.508
GAB,1999,22713.715
GAB,2000,21717.225
GAB,2001,21604.781
GAB,2002,20981.48
GAB,2003,20875.455
GAB,2004,20438.932
GAB,2005,20385.29
GAB,2006,19224.127
GAB,2007,19751.877
GAB,2008,18493.092
GAB,2009,17911.146
GAB,2010,18530.576
GAB,2011,19153.088
GAB,2012,19450.402
GAB,2013,19836.455
GAB,2014,20008.99
GAB,2015,20147.71
GAB,2016,19988.176
GAB,2017,19555.707
GAB,2018,19225.598
GAB,2019,19491.406
GAB,2020,18681.484
GAB,2021,18523.58
GAB,2022,18662.049
GAB,2023,18701.422
GAB,2024,18923.662
GMB,1990,2653.783
GMB,1991,2623.6416
GMB,1992,2604.269
GMB,1993,2586.1304
GMB,1994,2508.104
GMB,1995,2456.0007
GMB,1996,2439.0454
GMB,1997,2486.938
GMB,1998,2502.765
GMB,1999,2589.9778
GMB,2000,2658.6177
GMB,2001,2737.696
GMB,2002,2578.5571
GMB,2003,2682.48
GMB,2004,2794.1936
GMB,2005,2653.6423
GMB,2006,2564.6865
GMB,2007,2567.1572
GMB,2008,2649.611
GMB,2009,2745.3254
GMB,2010,2824.2126
GMB,2011,2519.8398
GMB,2012,2574.935
GMB,2013,2572.4473
GMB,2014,2465.1096
GMB,2015,2495.9575
GMB,2016,2478.4604
GMB,2017,2533.1868
GMB,2018,2651.4329
GMB,2019,2750.8213
GMB,2020,2702.319
GMB,2021,2777.7961
GMB,2022,2863.1804
GMB,2023,2963.5986
GMB,2024,3057.684
GEO,1990,12917.095
GEO,1991,10120.163
GEO,1992,5533.211
GEO,1993,3882.0203
GEO,1994,3532.32
GEO,1995,3762.8115
GEO,1996,4339.005
GEO,1997,4951.813
GEO,1998,5233.2886
GEO,1999,5495.245
GEO,2000,5706.2725
GEO,2001,6074.0864
GEO,2002,6464.325
GEO,2003,7227.737
GEO,2004,7693.915
GEO,2005,8485.587
GEO,2006,9337.989
GEO,2007,10567.274
GEO,2008,10856.104
GEO,2009,10553.09
GEO,2010,11294.368
GEO,2011,12288.683
GEO,2012,13193.96
GEO,2013,13913.002
GEO,2014,14475.313
GEO,2015,14936.844
GEO,2016,15442.956
GEO,2017,16237.624
GEO,2018,17228.68
GEO,2019,18186.88
GEO,2020,17031.145
GEO,2021,18915.654
GEO,2022,20966.527
GEO,2023,22590.53
GEO,2024,24883.908
DEU,1990,42287.652
DEU,1991,44125.145
DEU,1992,44672.69
DEU,1993,43948.15
DEU,1994,44933.293
DEU,1995,45475.688
DEU,1996,45814.85
DEU,1997,46596.18
DEU,1998,47565.453
DEU,1999,48547.004
DEU,2000,49875.875
DEU,2001,50606.71
DEU,2002,50406.38
DEU,2003,50111.574
DEU,2004,50704.92
DEU,2005,51182.96
DEU,2006,53222.04
DEU,2007,54832.96
DEU,2008,55425.11
DEU,2009,52484.855
DEU,2010,54738.707
DEU,2011,57858.42
DEU,2012,58017.586
DEU,2013,58089.17
DEU,2014,59108.7
DEU,2015,59573.707
DEU,2016,60407.973
DEU,2017,61866.49
DEU,2018,62381.348
DEU,2019,62849.375
DEU,2020,60203.29
DEU,2021,62530.766
DEU,2022,63676.086
DEU,2023,63039.37
DEU,2024,62554.555
GHA,1990,2785.6711
GHA,1991,2859.827
GHA,1992,2897.8354
GHA,1993,2964.266
GHA,1994,2989.3474
GHA,1995,3039.6887
GHA,1996,3106.1855
GHA,1997,3160.445
GHA,1998,3229.4822
GHA,1999,3290.2686
GHA,2000,3327.352
GHA,2001,3369.507
GHA,2002,3425.6182
GHA,2003,3507.751
GHA,2004,3607.3652
GHA,2005,3721.3079
GHA,2006,3857.8616
GHA,2007,3923.1257
GHA,2008,4174.7812
GHA,2009,4269.16
GHA,2010,4495.689
GHA,2011,5005.367
GHA,2012,5339.7134
GHA,2013,5593.775
GHA,2014,5619.0723
GHA,2015,5607.366
GHA,2016,5666.078
GHA,2017,5993.631
GHA,2018,6234.512
GHA,2019,6508.2466
GHA,2020,6412.6855
GHA,2021,6607.503
GHA,2022,6728.454
GHA,2023,6808.5376
GHA,2024,7055.625
GRC,1990,26916.312
GRC,1991,27419.604
GRC,1992,27401.424
GRC,1993,26804.854
GRC,1994,27204.396
GRC,1995,27646.148
GRC,1996,27905.107
GRC,1997,28768.24
GRC,1998,29592.525
GRC,1999,30263.055
GRC,2000,31386.64
GRC,2001,32675.93
GRC,2002,34081.027
GRC,2003,35970.703
GRC,2004,37811.492
GRC,2005,38146.965
GRC,2006,40483.156
GRC,2007,41796.234
GRC,2008,41709.387
GRC,2009,39886.215
GRC,2010,37566.75
GRC,2011,33906.492
GRC,2012,31250.227
GRC,2013,30762.443
GRC,2014,31213.377
GRC,2015,31347.977
GRC,2016,31468.62
GRC,2017,31995.41
GRC,2018,32722.33
GRC,2019,33502.75
GRC,2020,30487.113
GRC,2021,33531.156
GRC,2022,35831.344
GRC,2023,36700.51
GRC,2024,37474.28
GRL,1990,38137.57
GRL,1991,38162.934
GRL,1992,36343.125
GRL,1993,34578.348
GRL,1994,36428.914
GRL,1995,37584.07
GRL,1996,38090.71
GRL,1997,38581.215
GRL,1998,41500.23
GRL,1999,42072.055
GRL,2000,44991.676
GRL,2001,45405.855
GRL,2002,44793.27
GRL,2003,46649.047
GRL,2004,49742.06
GRL,2005,52189
GRL,2006,55243.71
GRL,2007,56763.24
GRL,2008,60506.195
GRL,2009,61035.566
GRL,2010,61863.28
GRL,2011,61170.92
GRL,2012,62111.1
GRL,2013,61659.64
GRL,2014,64799.305
GRL,2015,63364.055
GRL,2016,66245.73
GRL,2017,66297.18
GRL,2018,66887.68
GRL,2019,68534.945
GRL,2020,68533.734
GRL,2021,69302.01
GRL,2022,70681.23
GRL,2023,71037.54
GRD,1990,8883.919
GRD,1991,8932.304
GRD,1992,8785.759
GRD,1993,8548.039
GRD,1994,8629.086
GRD,1995,8750.818
GRD,1996,9076.719
GRD,1997,9467.777
GRD,1998,10509.109
GRD,1999,11158.489
GRD,2000,11625.051
GRD,2001,11333.237
GRD,2002,11677.703
GRD,2003,12726.526
GRD,2004,12593.3545
GRD,2005,14211.843
GRD,2006,13594.355
GRD,2007,14376.282
GRD,2008,14463.56
GRD,2009,13463.58
GRD,2010,13354.908
GRD,2011,13397.85
GRD,2012,13161.3955
GRD,2013,13386.319
GRD,2014,14287.954
GRD,2015,15136.696
GRD,2016,15640.827
GRD,2017,16291.489
GRD,2018,16964.852
GRD,2019,17036.916
GRD,2020,14647.745
GRD,2021,15290.251
GRD,2022,16376.428
GRD,2023,17093.156
GRD,2024,17751.51
GTM,1990,7594.7285
GTM,1991,7662.1675
GTM,1992,7822.26
GTM,1993,7915.4067
GTM,1994,8018.28
GTM,1995,8195.346
GTM,1996,8222.065
GTM,1997,8364.161
GTM,1998,8559.986
GTM,1999,8668.427
GTM,2000,8770.404
GTM,2001,8771.155
GTM,2002,8901.536
GTM,2003,8926.153
GTM,2004,9003.857
GTM,2005,9099.724
GTM,2006,9386.001
GTM,2007,9772.806
GTM,2008,9889.572
GTM,2009,9740.709
GTM,2010,9825.018
GTM,2011,10032.089
GTM,2012,10126.828
GTM,2013,10297.84
GTM,2014,10553.564
GTM,2015,10785.958
GTM,2016,10872.594
GTM,2017,11005.459
GTM,2018,11192.372
GTM,2019,11466.377
GTM,2020,11097.15
GTM,2021,11825.142
GTM,2022,12147.931
GTM,2023,12384.948
GTM,2024,12640.888
GIN,1990,2105.7473
GIN,1991,2075.992
GIN,1992,2076.5505
GIN,1993,2115.8665
GIN,1994,2134.8977
GIN,1995,2171.7256
GIN,1996,2205.3237
GIN,1997,2272.411
GIN,1998,2311.3274
GIN,1999,2346.2703
GIN,2000,2358.2876
GIN,2001,2412.7517
GIN,2002,2498.1318
GIN,2003,2473.2341
GIN,2004,2477.503
GIN,2005,2501.2217
GIN,2006,2478.6133
GIN,2007,2587.005
GIN,2008,2629.5398
GIN,2009,2537.3064
GIN,2010,2594.8306
GIN,2011,2673.4087
GIN,2012,2762.9036
GIN,2013,2802.56
GIN,2014,2834.9663
GIN,2015,2869.8516
GIN,2016,3099.7888
GIN,2017,3332.7659
GIN,2018,3455.645
GIN,2019,3557.4624
GIN,2020,3630.9934
GIN,2021,3738.8052
GIN,2022,3792.0107
GIN,2023,3904.824
GIN,2024,4016.3418
GNB,1990,1967.9681
GNB,1991,2024.7277
GNB,1992,1987.6154
GNB,1993,1963.4401
GNB,1994,1964.5077
GNB,1995,1999.8202
GNB,1996,2185.7673
GNB,1997,2283.8835
GNB,1998,1738.5413
GNB,1999,1992.7285
GNB,2000,1974.6217
GNB,2001,2025.6006
GNB,2002,2053.962
GNB,2003,2002.2775
GNB,2004,1979.5746
GNB,2005,2060.5383
GNB,2006,2065.0837
GNB,2007,2065.8613
GNB,2008,2105.543
GNB,2009,2102.9272
GNB,2010,2164.1335
GNB,2011,2278.4058
GNB,2012,2180.6077
GNB,2013,2192.4563
GNB,2014,2156.2021
GNB,2015,2230.391
GNB,2016,2293.2358
GNB,2017,2342.4153
GNB,2018,2373.5015
GNB,2019,2442.1067
GNB,2020,2455.856
GNB,2021,2522.7676
GNB,2022,2603.2402
GNB,2023,2693.7766
GNB,2024,2744.2798
GUY,1990,5074.431
GUY,1991,5396.4634
GUY,1992,5799.2183
GUY,1993,6247.866
GUY,1994,6755.3286
GUY,1995,7071.213
GUY,1996,7612.304
GUY,1997,8064.5674
GUY,1998,7915.2295
GUY,1999,8139.97
GUY,2000,8025.2935
GUY,2001,8212.043
GUY,2002,8314.027
GUY,2003,8267.429
GUY,2004,8404.2
GUY,2005,8256.525
GUY,2006,8702.331
GUY,2007,9354.08
GUY,2008,9546.709
GUY,2009,9924.526
GUY,2010,10374.395
GUY,2011,10958.86
GUY,2012,11534.999
GUY,2013,11896.907
GUY,2014,12030.053
GUY,2015,12040.083
GUY,2016,12420.473
GUY,2017,12801.641
GUY,2018,12980.357
GUY,2019,13402.422
GUY,2020,19234.13
GUY,2021,22865.928
GUY,2022,37068.2
GUY,2023,49312.36
GUY,2024,70516.72
HTI,1990,3959.0251
HTI,1991,3952.1726
HTI,1992,3668.3132
HTI,1993,3401.759
HTI,1994,2938.07
HTI,1995,3167.913
HTI,1996,3237.0198
HTI,1997,3262.4592
HTI,1998,3272.0496
HTI,1999,3299.2354
HTI,2000,3267.0764
HTI,2001,3197.0571
HTI,2002,3173.7385
HTI,2003,3227.1208
HTI,2004,3130.8555
HTI,2005,3173.2607
HTI,2006,3174.9763
HTI,2007,3268.8188
HTI,2008,3300.2585
HTI,2009,3437.3806
HTI,2010,3205.4983
HTI,2011,3330.9983
HTI,2012,3296.2478
HTI,2013,3387.4717
HTI,2014,3434.636
HTI,2015,3433.0752
HTI,2016,3446.7527
HTI,2017,3485.4924
HTI,2018,3496.8787
HTI,2019,3392.4326
HTI,2020,3239.8354
HTI,2021,3145.0068
HTI,2022,3057.4285
HTI,2023,2965.9463
HTI,2024,2809.6453
OWID_HIC,1990,34929.43
OWID_HIC,1991,34820.582
OWID_HIC,1992,34720.812
OWID_HIC,1993,34667.574
OWID_HIC,1994,35197.805
OWID_HIC,1995,35892.344
OWID_HIC,1996,36633.758
OWID_HIC,1997,37650.688
OWID_HIC,1998,38308.953
OWID_HIC,1999,39471.53
OWID_HIC,2000,41052.55
OWID_HIC,2001,41571.387
OWID_HIC,2002,42108.766
OWID_HIC,2003,42964.38
OWID_HIC,2004,44356.785
OWID_HIC,2005,45533.9
OWID_HIC,2006,46910.86
OWID_HIC,2007,48145.7
OWID_HIC,2008,48338.777
OWID_HIC,2009,46327.402
OWID_HIC,2010,47586.2
OWID_HIC,2011,48491.062
OWID_HIC,2012,48959.668
OWID_HIC,2013,49441.21
OWID_HIC,2014,50214.062
OWID_HIC,2015,50977.375
OWID_HIC,2016,51585.492
OWID_HIC,2017,52651.33
OWID_HIC,2018,53756.51
OWID_HIC,2019,54610.215
OWID_HIC,2020,52316.61
OWID_HIC,2021,55480.527
OWID_HIC,2022,56904.445
OWID_HIC,2023,57537.246
OWID_HIC,2024,58334.816
HND,1990,1172.0798
HND,1991,1436.0507
HND,1992,1521.9473
HND,1993,1681.0824
HND,1994,2108.2742
HND,1995,2555.0261
HND,1996,3054.1577
HND,1997,3635.9807
HND,1998,3950.835
HND,1999,4293.827
HND,2000,4579.6895
HND,2001,4578.9478
HND,2002,4627.023
HND,2003,4714.867
HND,2004,4885.343
HND,2005,5056.6753
HND,2006,5263.1504
HND,2007,5461.9014
HND,2008,5566.7065
HND,2009,5313.756
HND,2010,5396.0723
HND,2011,5488.4336
HND,2012,5600.608
HND,2013,5644.134
HND,2014,5705.1626
HND,2015,5812.5347
HND,2016,5926.49
HND,2017,6099.6074
HND,2018,6219.28
HND,2019,6264.019
HND,2020,5603.264
HND,2021,6202.981
HND,2022,6352.587
HND,2023,6467.88
HND,2024,6585.8555
HKG,1990,31598.756
HKG,1991,33124.688
HKG,1992,34895.76
HKG,1993,36428.527
HKG,1994,37767.195
HKG,1995,37905.652
HKG,1996,37804.07
HKG,1997,39402.594
HKG,1998,36776.383
HKG,1999,37339.926
HKG,2000,39848.59
HKG,2001,39777.855
HKG,2002,40258.17
HKG,2003,41570.58
HKG,2004,44836.207
HKG,2005,47938.9
HKG,2006,50981.793
HKG,2007,53813.08
HKG,2008,54630.375
HKG,2009,53172.3
HKG,2010,56355.41
HKG,2011,58672.83
HKG,2012,59015.332
HKG,2013,60601.61
HKG,2014,61839.812
HKG,2015,62779.75
HKG,2016,63749.41
HKG,2017,65662.836
HKG,2018,66993.97
HKG,2019,65388.332
HKG,2020,61328.527
HKG,2021,65884.94
HKG,2022,64036.645
HKG,2023,64434.56
HKG,2024,66153.98
HUN,1990,21297
HUN,1991,18765.416
HUN,1992,18197.531
HUN,1993,18113.336
HUN,1994,18672.707
HUN,1995,18977.244
HUN,1996,19029.113
HUN,1997,19635.295
HUN,1998,20438.383
HUN,1999,21128.889
HUN,2000,22117.92
HUN,2001,23069.21
HUN,2002,24229.295
HUN,2003,25255.871
HUN,2004,26568.12
HUN,2005,27765.79
HUN,2006,28903.047
HUN,2007,29044.066
HUN,2008,29384.008
HUN,2009,27445.959
HUN,2010,27801.834
HUN,2011,28415.117
HUN,2012,28179.656
HUN,2013,28891.021
HUN,2014,30264.95
HUN,2015,31485.568
HUN,2016,32378.967
HUN,2017,33828.715
HUN,2018,35798.043
HUN,2019,37662.676
HUN,2020,36119.52
HUN,2021,38887.19
HUN,2022,40610.973
HUN,2023,40333.254
HUN,2024,40686.934
ISL,1990,42336.426
ISL,1991,41754.977
ISL,1992,39842.375
ISL,1993,39957.32
ISL,1994,41042.01
ISL,1995,40867.562
ISL,1996,42475.695
ISL,1997,43873.668
ISL,1998,46449.344
ISL,1999,47679.87
ISL,2000,49338.473
ISL,2001,50556.992
ISL,2002,50379.46
ISL,2003,51173.2
ISL,2004,54592.53
ISL,2005,57512.42
ISL,2006,59364.29
ISL,2007,62940.746
ISL,2008,62831.17
ISL,2009,57406.47
ISL,2010,56211.836
ISL,2011,56813.742
ISL,2012,57173.043
ISL,2013,58671.93
ISL,2014,59133.27
ISL,2015,60725.727
ISL,2016,63612.555
ISL,2017,64303.38
ISL,2018,65521.93
ISL,2019,64826.434
ISL,2020,59543.812
ISL,2021,61610.215
ISL,2022,65380.316
ISL,2023,68118.4
ISL,2024,67310.055
IND,1990,2203.147
IND,1991,2178.686
IND,1992,2249.698
IND,1993,2307.6072
IND,1994,2411.4626
IND,1995,2542.422
IND,1996,2680.2788
IND,1997,2734.521
IND,1998,2847.9624
IND,1999,3041.4827
IND,2000,3099.503
IND,2001,3188.8103
IND,2002,3250.6956
IND,2003,3445.926
IND,2004,3656.1262
IND,2005,3881.966
IND,2006,4129.7783
IND,2007,4379.696
IND,2008,4450.39
IND,2009,4731.362
IND,2010,5059.2827
IND,2011,5249.5493
IND,2012,5460.4375
IND,2013,5732.2417
IND,2014,6079.8438
IND,2015,6488.146
IND,2016,6940.626
IND,2017,7326.607
IND,2018,7714.34
IND,2019,7930.0913
IND,2020,7399.531
IND,2021,8050.0186
IND,2022,8594.392
IND,2023,9301.756
IND,2024,9818.043
IDN,1990,4873.0537
IDN,1991,5118.468
IDN,1992,5357.376
IDN,1993,5609.152
IDN,1994,5931.235
IDN,1995,6312.9346
IDN,1996,6695.4097
IDN,1997,6897.0024
IDN,1998,5897.6855
IDN,1999,5855.658
IDN,2000,6056.382
IDN,2001,6190.5195
IDN,2002,6381.9497
IDN,2003,6599.092
IDN,2004,6843.5464
IDN,2005,7140.8545
IDN,2006,7434.488
IDN,2007,7802.464
IDN,2008,8165.0615
IDN,2009,8435.456
IDN,2010,8848.225
IDN,2011,9274.97
IDN,2012,9708.612
IDN,2013,10121.814
IDN,2014,10504.387
IDN,2015,10893.662
IDN,2016,11319.663
IDN,2017,11772.574
IDN,2018,12262.231
IDN,2019,12757.785
IDN,2020,12388.545
IDN,2021,12757.074
IDN,2022,13334.266
IDN,2023,13889.975
IDN,2024,14470.4375
IRN,1990,9656.001
IRN,1991,10592.332
IRN,1992,10727.418
IRN,1993,10531.995
IRN,1994,10333.433
IRN,1995,10465.026
IRN,1996,11010.01
IRN,1997,11025.721
IRN,1998,11101.508
IRN,1999,11163.695
IRN,2000,11643.122
IRN,2001,11739.009
IRN,2002,12583.045
IRN,2003,13519.45
IRN,2004,13807.195
IRN,2005,13935.774
IRN,2006,14320.657
IRN,2007,15237.424
IRN,2008,15091.251
IRN,2009,15055.149
IRN,2010,15729.913
IRN,2011,15947.766
IRN,2012,15159.295
IRN,2013,14734.74
IRN,2014,15262.852
IRN,2015,14841.905
IRN,2016,15920.372
IRN,2017,16167.968
IRN,2018,15364.805
IRN,2019,14841.075
IRN,2020,15381.585
IRN,2021,15884.428
IRN,2022,16377.961
IRN,2023,17044.816
IRN,2024,17484.133
IRQ,1990,10735.094
IRQ,1991,3819.1619
IRQ,1992,4916.264
IRQ,1993,6105.0415
IRQ,1994,6044.871
IRQ,1995,5969.6694
IRQ,1996,6419.3696
IRQ,1997,7545.73
IRQ,1998,9871.734
IRQ,1999,11237.854
IRQ,2000,12702.164
IRQ,2001,12529.608
IRQ,2002,11144.051
IRQ,2003,6849.332
IRQ,2004,10210.563
IRQ,2005,10078.443
IRQ,2006,10568.914
IRQ,2007,10853.816
IRQ,2008,11511.938
IRQ,2009,11470.518
IRQ,2010,11816.841
IRQ,2011,12267.585
IRQ,2012,13357.015
IRQ,2013,13712.932
IRQ,2014,13536.823
IRQ,2015,13516.027
IRQ,2016,15016.092
IRQ,2017,14417.631
IRQ,2018,14456.235
IRQ,2019,14910.225
IRQ,2020,12827.635
IRQ,2021,12731.754
IRQ,2022,13433.397
IRQ,2023,13202.323
IRQ,2024,12725.043
IRL,1990,29555.633
IRL,1991,29953.244
IRL,1992,30744.191
IRL,1993,31414.596
IRL,1994,33092.062
IRL,1995,36094.76
IRL,1996,38452.945
IRL,1997,42265.164
IRL,1998,45493.168
IRL,1999,49719.887
IRL,2000,53675.004
IRL,2001,55630.1
IRL,2002,57927.49
IRL,2003,58709.156
IRL,2004,61558.58
IRL,2005,63689.086
IRL,2006,65087.18
IRL,2007,66590.195
IRL,2008,62320.668
IRL,2009,58547.266
IRL,2010,59209.1
IRL,2011,59899.918
IRL,2012,59405.047
IRL,2013,60388.94
IRL,2014,65575.805
IRL,2015,80954.664
IRL,2016,80899.02
IRL,2017,87882.71
IRL,2018,93276.016
IRL,2019,96371.29
IRL,2020,101968.555
IRL,2021,116903.61
IRL,2022,123219.08
IRL,2023,117862.125
IRL,2024,119037.734
ISR,1990,25335.271
ISR,1991,25698.93
ISR,1992,26752.4
ISR,1993,27123.107
ISR,1994,28393
ISR,1995,29470.816
ISR,1996,30386.197
ISR,1997,30707.006
ISR,1998,31246.857
ISR,1999,31465.613
ISR,2000,33275.062
ISR,2001,32590.229
ISR,2002,31897.584
ISR,2003,31780.78
ISR,2004,32675.209
ISR,2005,33512.89
ISR,2006,34770.027
ISR,2007,36317.85
ISR,2008,36827.926
ISR,2009,36403.164
ISR,2010,37722.41
ISR,2011,39075.375
ISR,2012,39299.35
ISR,2013,40148.777
ISR,2014,40872.582
ISR,2015,40967.37
ISR,2016,41963.676
ISR,2017,42947.06
ISR,2018,43814.297
ISR,2019,44580.81
ISR,2020,42915.94
ISR,2021,46162.082
ISR,2022,48098.188
ISR,2023,47527.152
ISR,2024,47338.844
ITA,1990,42656.746
ITA,1991,43283.02
ITA,1992,43614.484
ITA,1993,43216.11
ITA,1994,44136.707
ITA,1995,45410.14
ITA,1996,46008.24
ITA,1997,46869.426
ITA,1998,47701.4
ITA,1999,48493.664
ITA,2000,50353.42
ITA,2001,51332.29
ITA,2002,51369.113
ITA,2003,51126.258
ITA,2004,51495.004
ITA,2005,51585.645
ITA,2006,52304.242
ITA,2007,52747.19
ITA,2008,51806.39
ITA,2009,48774.39
ITA,2010,49301.695
ITA,2011,49473.016
ITA,2012,47795.957
ITA,2013,46833.363
ITA,2014,46825.652
ITA,2015,47311.824
ITA,2016,47987.84
ITA,2017,48849.22
ITA,2018,49133.145
ITA,2019,49690.63
ITA,2020,45505.07
ITA,2021,49825.395
ITA,2022,52333.33
ITA,2023,52870.324
ITA,2024,53265.004
JAM,1990,8879.653
JAM,1991,9227.876
JAM,1992,9315.858
JAM,1993,10088.232
JAM,1994,10123.234
JAM,1995,10257.807
JAM,1996,10147.464
JAM,1997,9939.662
JAM,1998,9624.93
JAM,1999,9650.4375
JAM,2000,9667.925
JAM,2001,9736.0625
JAM,2002,9869.713
JAM,2003,10169.75
JAM,2004,10244.207
JAM,2005,10278.684
JAM,2006,10522.236
JAM,2007,10622.444
JAM,2008,10490.469
JAM,2009,9992.977
JAM,2010,9805.901
JAM,2011,9932.483
JAM,2012,9829.035
JAM,2013,9839.965
JAM,2014,9872.159
JAM,2015,9931.898
JAM,2016,10179.254
JAM,2017,10391.038
JAM,2018,10636.093
JAM,2019,10816.372
JAM,2020,9891.97
JAM,2021,10430.691
JAM,2022,11096.638
JAM,2023,11398.8125
JAM,2024,11340.264
JPN,1990,35272.418
JPN,1991,36372.035
JPN,1992,36563.62
JPN,1993,36277.92
JPN,1994,36568.71
JPN,1995,37442.895
JPN,1996,38528.793
JPN,1997,38814.254
JPN,1998,38217.195
JPN,1999,38020.094
JPN,2000,39005.914
JPN,2001,39062.28
JPN,2002,38987.91
JPN,2003,39501.81
JPN,2004,40351.777
JPN,2005,41075.824
JPN,2006,41613.15
JPN,2007,42182.176
JPN,2008,41645.57
JPN,2009,39279.5
JPN,2010,40881.797
JPN,2011,40967.344
JPN,2012,41596.92
JPN,2013,42492.242
JPN,2014,42674.7
JPN,2015,43386.71
JPN,2016,43736.13
JPN,2017,44505.277
JPN,2018,44848.49
JPN,2019,44730.91
JPN,2020,42992.48
JPN,2021,44355.348
JPN,2022,44972.344
JPN,2023,45858.66
JPN,2024,46106.92
JOR,1990,7589.8203
JOR,1991,7134.29
JOR,1992,7737.969
JOR,1993,7675.4717
JOR,1994,7680.1406
JOR,1995,7829.081
JOR,1996,7731.4785
JOR,1997,7775.5425
JOR,1998,7826.74
JOR,1999,7920.0195
JOR,2000,8086.922
JOR,2001,8339.786
JOR,2002,8638.08
JOR,2003,8800.497
JOR,2004,9326.668
JOR,2005,9839.688
JOR,2006,9977.759
JOR,2007,10161.402
JOR,2008,10641.59
JOR,2009,10938.503
JOR,2010,10953.538
JOR,2011,10977.482
JOR,2012,11086.03
JOR,2013,10799.354
JOR,2014,10148.998
JOR,2015,9581.689
JOR,2016,9321.904
JOR,2017,9339.811
JOR,2018,9311.531
JOR,2019,9288.527
JOR,2020,9022.64
JOR,2021,9182.496
JOR,2022,9266.575
JOR,2023,9381.3545
JOR,2024,9520.251
KAZ,1990,16837.691
KAZ,1991,14877.527
KAZ,1992,14045.104
KAZ,1993,12795.875
KAZ,1994,11334.983
KAZ,1995,10600.33
KAZ,1996,10857.436
KAZ,1997,11298.58
KAZ,1998,11364.031
KAZ,1999,11815.773
KAZ,2000,12935.864
KAZ,2001,14612.029
KAZ,2002,15960.874
KAZ,2003,17344.752
KAZ,2004,18886.582
KAZ,2005,20565.53
KAZ,2006,22574.344
KAZ,2007,24351.346
KAZ,2008,24895.664
KAZ,2009,24901.354
KAZ,2010,26374.84
KAZ,2011,27946.16
KAZ,2012,28881.242
KAZ,2013,30177.488
KAZ,2014,30986.438
KAZ,2015,30893.76
KAZ,2016,30758.322
KAZ,2017,31524.441
KAZ,2018,32330.227
KAZ,2019,33298.21
KAZ,2020,32011.549
KAZ,2021,32945.85
KAZ,2022,33506.26
KAZ,2023,34703.234
KAZ,2024,35973.965
KEN,1990,4177.486
KEN,1991,4102.4766
KEN,1992,3946.8408
KEN,1993,3844.9204
KEN,1994,3833.2236
KEN,1995,3890.0986
KEN,1996,3941.4092
KEN,1997,3853.3713
KEN,1998,3871.8218
KEN,1999,3848.4646
KEN,2000,3756.6362
KEN,2001,3778.2585
KEN,2002,3681.2568
KEN,2003,3674.086
KEN,2004,3743.5679
KEN,2005,3844.7356
KEN,2006,3970.7334
KEN,2007,4116.451
KEN,2008,4002.8835
KEN,2009,4012.1943
KEN,2010,4211.5244
KEN,2011,4307.106
KEN,2012,4387.938
KEN,2013,4443.371
KEN,2014,4558.552
KEN,2015,4679.622
KEN,2016,4770.3105
KEN,2017,4846.8623
KEN,2018,5017.668
KEN,2019,5171.7124
KEN,2020,5057.4014
KEN,2021,5338.8525
KEN,2022,5491.694
KEN,2023,5691.825
KEN,2024,5845.201
KIR,1990,2213.5403
KIR,1991,2047.1538
KIR,1992,2495.9963
KIR,1993,2455.45
KIR,1994,2468.7212
KIR,1995,2498.7876
KIR,1996,2455.501
KIR,1997,2439.4102
KIR,1998,2502.862
KIR,1999,2364.3462
KIR,2000,2481.4153
KIR,2001,2357.5818
KIR,2002,2341.6956
KIR,2003,2258.034
KIR,2004,2199.6707
KIR,2005,2183.7812
KIR,2006,2264.1616
KIR,2007,2286.4465
KIR,2008,2172.3577
KIR,2009,2137.9658
KIR,2010,2119.6401
KIR,2011,2150.383
KIR,2012,2242.0137
KIR,2013,2382.3704
KIR,2014,2381.3484
KIR,2015,2615.8416
KIR,2016,2761.9336
KIR,2017,2822.6697
KIR,2018,2877.602
KIR,2019,2927.4846
KIR,2020,2834.6858
KIR,2021,3020.494
KIR,2022,3107.7761
KIR,2023,3140.5833
KIR,2024,3257.1362
OWID_KOS,2008,7098.403
OWID_KOS,2009,7481.459
OWID_KOS,2010,7877.102
OWID_KOS,2011,8359.937
OWID_KOS,2012,8431.662
OWID_KOS,2013,8828.276
OWID_KOS,2014,9150.75
OWID_KOS,2015,9824.991
OWID_KOS,2016,10434.889
OWID_KOS,2017,10856.29
