code,year,population_total
DEU_EAST,1952,18252627
DEU_EAST,1953,18185315
DEU_EAST,1954,18118251
DEU_EAST,1955,18051434
DEU_EAST,1956,17984863
DEU_EAST,1957,17918539
DEU_EAST,1958,17852458
DEU_EAST,1959,17786622
DEU_EAST,1960,17721028
DEU_EAST,1961,17655676
DEU_EAST,1962,17590565
DEU_EAST,1963,17525694
DEU_EAST,1964,17461063
DEU_EAST,1965,17396670
DEU_EAST,1966,17332514
DEU_EAST,1967,17268595
DEU_EAST,1968,17204911
DEU_EAST,1969,17141463
DEU_EAST,1970,17078248
DEU_EAST,1971,17015267
DEU_EAST,1972,16952518
DEU_EAST,1973,16890000
DEU_EAST,1974,16843151
DEU_EAST,1975,16796432
DEU_EAST,1976,16749843
DEU_EAST,1977,16703383
DEU_EAST,1978,16657052
DEU_EAST,1979,16610849
DEU_EAST,1980,16564774
DEU_EAST,1981,16518828
DEU_EAST,1982,16473008
DEU_EAST,1983,16427316
DEU_EAST,1984,16381751
DEU_EAST,1985,16336312
DEU_EAST,1986,16290999
DEU_EAST,1987,16245811
DEU_EAST,1988,16200749
DEU_EAST,1989,16155812
DEU_EAST,1990,16111000
DEU_EAST,1991,15910000
DEU_EAST,1992,15937526
DEU_EAST,1993,15965099
DEU_EAST,1994,15992720
DEU_EAST,1995,16020389
DEU_EAST,1996,16048106
DEU_EAST,1997,16075870
DEU_EAST,1998,16103683
DEU_EAST,1999,16131544
DEU_EAST,2000,16159453
DEU_EAST,2001,16187410
DEU_EAST,2002,16215416
DEU_EAST,2003,16243470
DEU_EAST,2004,16271572
DEU_EAST,2005,16299724
DEU_EAST,2006,16327924
DEU_EAST,2007,16356172
DEU_EAST,2008,16384470
DEU_WEST,1800,14747000
DEU_WEST,1801,14747000
DEU_WEST,1802,14747000
DEU_WEST,1803,14747000
DEU_WEST,1804,14747000
DEU_WEST,1805,14747000
DEU_WEST,1806,14747000
DEU_WEST,1807,14747000
DEU_WEST,1808,14747000
DEU_WEST,1809,14747000
DEU_WEST,1810,14747000
DEU_WEST,1811,14747000
DEU_WEST,1812,14747000
DEU_WEST,1813,14747000
DEU_WEST,1814,14747000
DEU_WEST,1815,14747000
DEU_WEST,1816,14747000
DEU_WEST,1817,14747000
DEU_WEST,1818,14747000
DEU_WEST,1819,14747000
DEU_WEST,1820,14747000
DEU_WEST,1821,14879383
DEU_WEST,1822,15012953
DEU_WEST,1823,15147723
DEU_WEST,1824,15283703
DEU_WEST,1825,15420904
DEU_WEST,1826,15559336
DEU_WEST,1827,15699011
DEU_WEST,1828,15839939
DEU_WEST,1829,15982133
DEU_WEST,1830,16125603
DEU_WEST,1831,16270361
DEU_WEST,1832,16416419
DEU_WEST,1833,16563788
DEU_WEST,1834,16712479
DEU_WEST,1835,16862506
DEU_WEST,1836,17013879
DEU_WEST,1837,17166611
DEU_WEST,1838,17320714
DEU_WEST,1839,17476201
DEU_WEST,1840,17633083
DEU_WEST,1841,17791374
DEU_WEST,1842,17951086
DEU_WEST,1843,18112231
DEU_WEST,1844,18274823
DEU_WEST,1845,18438874
DEU_WEST,1846,18604399
DEU_WEST,1847,18771409
DEU_WEST,1848,18939918
DEU_WEST,1849,19109940
DEU_WEST,1850,19281488
DEU_WEST,1851,19454576
DEU_WEST,1852,19629218
DEU_WEST,1853,19805428
DEU_WEST,1854,19983220
DEU_WEST,1855,20162607
DEU_WEST,1856,20343605
DEU_WEST,1857,20526228
DEU_WEST,1858,20710490
DEU_WEST,1859,20896407
DEU_WEST,1860,21083992
DEU_WEST,1861,21273261
DEU_WEST,1862,21464229
DEU_WEST,1863,21656912
DEU_WEST,1864,21851324
DEU_WEST,1865,22047481
DEU_WEST,1866,22245399
DEU_WEST,1867,22445094
DEU_WEST,1868,22646582
DEU_WEST,1869,22849879
DEU_WEST,1870,23055000
DEU_WEST,1871,23322240
DEU_WEST,1872,23592577
DEU_WEST,1873,23866048
DEU_WEST,1874,24142689
DEU_WEST,1875,24422536
DEU_WEST,1876,24705627
DEU_WEST,1877,24992000
DEU_WEST,1878,25281692
DEU_WEST,1879,25574742
DEU_WEST,1880,25871189
DEU_WEST,1881,26171072
DEU_WEST,1882,26474431
DEU_WEST,1883,26781307
DEU_WEST,1884,27091740
DEU_WEST,1885,27405771
DEU_WEST,1886,27723442
DEU_WEST,1887,28044795
DEU_WEST,1888,28369874
DEU_WEST,1889,28698720
DEU_WEST,1890,29031378
DEU_WEST,1891,29367892
DEU_WEST,1892,29708307
DEU_WEST,1893,30052668
DEU_WEST,1894,30401020
DEU_WEST,1895,30753410
DEU_WEST,1896,31109885
DEU_WEST,1897,31470492
DEU_WEST,1898,31835279
DEU_WEST,1899,32204294
DEU_WEST,1900,32577587
DEU_WEST,1901,32955207
DEU_WEST,1902,33337204
DEU_WEST,1903,33723628
DEU_WEST,1904,34114532
DEU_WEST,1905,34509967
DEU_WEST,1906,34909986
DEU_WEST,1907,35314641
DEU_WEST,1908,35723987
DEU_WEST,1909,36138078
DEU_WEST,1910,36556969
DEU_WEST,1911,36980715
DEU_WEST,1912,37409373
DEU_WEST,1913,37843000
DEU_WEST,1914,38023039
DEU_WEST,1915,38203935
DEU_WEST,1916,38385691
DEU_WEST,1917,38568313
DEU_WEST,1918,38751803
DEU_WEST,1919,38936165
DEU_WEST,1920,39121405
DEU_WEST,1921,39307527
DEU_WEST,1922,39494534
DEU_WEST,1923,39682430
DEU_WEST,1924,39871220
DEU_WEST,1925,40060909
DEU_WEST,1926,40251500
DEU_WEST,1927,40442998
DEU_WEST,1928,40635407
DEU_WEST,1929,40828731
DEU_WEST,1930,41022975
DEU_WEST,1931,41218143
DEU_WEST,1932,41414240
DEU_WEST,1933,41611269
DEU_WEST,1934,41809236
DEU_WEST,1935,42008145
DEU_WEST,1936,42208000
DEU_WEST,1937,42720822
DEU_WEST,1938,43239874
DEU_WEST,1939,43765233
DEU_WEST,1940,44296975
DEU_WEST,1941,44835178
DEU_WEST,1942,45379919
DEU_WEST,1943,45931280
DEU_WEST,1944,46489339
DEU_WEST,1945,47054179
DEU_WEST,1946,47625881
DEU_WEST,1947,48204529
DEU_WEST,1948,48790208
DEU_WEST,1949,49383003
DEU_WEST,1950,49983000
DEU_WEST,1951,50452564
DEU_WEST,1952,50926539
DEU_WEST,1953,51404968
DEU_WEST,1954,51887890
DEU_WEST,1955,52375350
DEU_WEST,1956,52867388
DEU_WEST,1957,53364050
DEU_WEST,1958,53865377
DEU_WEST,1959,54371414
DEU_WEST,1960,54882204
DEU_WEST,1961,55397794
DEU_WEST,1962,55918227
DEU_WEST,1963,56443549
DEU_WEST,1964,56973807
DEU_WEST,1965,57509046
DEU_WEST,1966,58049313
DEU_WEST,1967,58594656
DEU_WEST,1968,59145122
DEU_WEST,1969,59700759
DEU_WEST,1970,60261616
DEU_WEST,1971,60827742
DEU_WEST,1972,61399187
DEU_WEST,1973,61976000
DEU_WEST,1974,62050457
DEU_WEST,1975,62125002
DEU_WEST,1976,62199638
DEU_WEST,1977,62274364
DEU_WEST,1978,62349178
DEU_WEST,1979,62424083
DEU_WEST,1980,62499078
DEU_WEST,1981,62574163
DEU_WEST,1982,62649338
DEU_WEST,1983,62724604
DEU_WEST,1984,62799960
DEU_WEST,1985,62875406
DEU_WEST,1986,62950943
DEU_WEST,1987,63026571
DEU_WEST,1988,63102289
DEU_WEST,1989,63178099
DEU_WEST,1990,63254000
DEU_WEST,1991,63889000
DEU_WEST,1992,63999534
DEU_WEST,1993,64110259
DEU_WEST,1994,64221175
DEU_WEST,1995,64332284
DEU_WEST,1996,64443584
DEU_WEST,1997,64555077
DEU_WEST,1998,64666764
DEU_WEST,1999,64778643
DEU_WEST,2000,64890716
DEU_WEST,2001,65002983
DEU_WEST,2002,65115444
DEU_WEST,2003,65228100
DEU_WEST,2004,65340950
DEU_WEST,2005,65453996
DEU_WEST,2006,65567237
DEU_WEST,2007,65680674
DEU_WEST,2008,65794308
DJI,1800,22848
DJI,1801,22848
DJI,1802,22848
DJI,1803,22848
DJI,1804,22848
DJI,1805,22848
DJI,1806,22848
DJI,1807,22848
DJI,1808,22848
DJI,1809,22848
DJI,1810,22848
DJI,1811,22848
DJI,1812,22848
DJI,1813,22848
DJI,1814,22848
DJI,1815,22848
DJI,1816,22848
DJI,1817,22848
DJI,1818,22848
DJI,1819,22848
DJI,1820,22848
DJI,1821,23024
DJI,1822,23202
DJI,1823,23380
DJI,1824,23561
DJI,1825,23742
DJI,1826,23925
DJI,1827,24110
DJI,1828,24296
DJI,1829,24483
DJI,1830,24672
DJI,1831,24862
DJI,1832,25053
DJI,1833,25247
DJI,1834,25441
DJI,1835,25637
DJI,1836,25835
DJI,1837,26034
DJI,1838,26235
DJI,1839,26437
DJI,1840,26641
DJI,1841,26846
DJI,1842,27053
DJI,1843,27262
DJI,1844,27472
DJI,1845,27684
DJI,1846,27897
DJI,1847,28112
DJI,1848,28329
DJI,1849,28547
DJI,1850,28767
DJI,1851,28989
DJI,1852,29212
DJI,1853,29438
DJI,1854,29665
DJI,1855,29893
DJI,1856,30124
DJI,1857,30356
DJI,1858,30590
DJI,1859,30826
DJI,1860,31063
DJI,1861,31303
DJI,1862,31544
DJI,1863,31787
DJI,1864,32032
DJI,1865,32279
DJI,1866,32528
DJI,1867,32779
DJI,1868,33032
DJI,1869,33286
DJI,1870,33543
DJI,1871,33801
DJI,1872,34062
DJI,1873,34324
DJI,1874,34589
DJI,1875,34856
DJI,1876,35124
DJI,1877,35395
DJI,1878,35668
DJI,1879,35943
DJI,1880,36220
DJI,1881,36499
DJI,1882,36781
DJI,1883,37064
DJI,1884,37350
DJI,1885,37638
DJI,1886,37928
DJI,1887,38220
DJI,1888,38515
DJI,1889,38812
DJI,1890,39111
DJI,1891,39412
DJI,1892,39716
DJI,1893,40022
DJI,1894,40331
DJI,1895,40642
DJI,1896,40955
DJI,1897,41271
DJI,1898,41589
DJI,1899,41910
DJI,1900,42233
DJI,1901,42558
DJI,1902,42886
DJI,1903,43217
DJI,1904,43550
DJI,1905,43886
DJI,1906,44224
DJI,1907,44565
DJI,1908,44908
DJI,1909,45255
DJI,1910,45604
DJI,1911,45955
DJI,1912,46309
DJI,1913,46666
DJI,1914,47026
DJI,1915,47389
DJI,1916,47754
DJI,1917,48122
DJI,1918,48493
DJI,1919,48867
DJI,1920,49243
DJI,1921,49623
DJI,1922,50006
DJI,1923,50391
DJI,1924,50780
DJI,1925,51171
DJI,1926,51565
DJI,1927,51963
DJI,1928,52363
DJI,1929,52767
DJI,1930,53174
DJI,1931,53584
DJI,1932,53997
DJI,1933,54413
DJI,1934,54833
DJI,1935,55255
DJI,1936,55681
DJI,1937,56110
DJI,1938,56543
DJI,1939,56979
DJI,1940,57418
DJI,1941,57861
DJI,1942,58307
DJI,1943,58756
DJI,1944,59209
DJI,1945,59666
DJI,1946,60125
DJI,1947,60589
DJI,1948,61056
DJI,1949,61527
DJI,1950,62001
DJI,1951,63309
DJI,1952,64748
DJI,1953,66273
DJI,1954,67877
DJI,1955,69594
DJI,1956,71498
DJI,1957,73703
DJI,1958,76354
DJI,1959,79617
DJI,1960,83636
DJI,1961,88499
DJI,1962,94200
DJI,1963,100622
DJI,1964,107584
DJI,1965,114963
DJI,1966,122868
DJI,1967,131403
DJI,1968,140461
DJI,1969,149891
DJI,1970,159667
DJI,1971,169370
DJI,1972,179212
DJI,1973,190536
DJI,1974,205157
DJI,1975,224182
DJI,1976,248619
DJI,1977,277622
DJI,1978,308213
DJI,1979,336254
DJI,1980,358960
DJI,1981,374683
DJI,1982,384743
DJI,1983,392908
DJI,1984,404589
DJI,1985,423470
DJI,1986,451068
DJI,1987,485565
DJI,1988,523266
DJI,1989,558810
DJI,1990,588356
DJI,1991,610679
DJI,1992,627063
DJI,1993,639215
DJI,1994,649878
DJI,1995,661076
DJI,1996,673202
DJI,1997,685644
DJI,1998,698256
DJI,1999,710652
DJI,2000,722562
DJI,2001,734088
DJI,2002,745459
DJI,2003,756656
DJI,2004,767644
DJI,2005,778406
DJI,2006,788941
DJI,2007,799309
DJI,2008,809639
DJI,2009,820097
DJI,2010,830802
DJI,2011,841802
DJI,2012,853069
DJI,2013,864554
DJI,2014,876174
DJI,2015,887861
DJI,2016,899598
DJI,2017,911382
DJI,2018,923181
DJI,2019,934955
DJI,2020,946669
DJI,2021,958299
DJI,2022,969816
DJI,2023,981179
DJI,2024,992340
DJI,2025,1003260
DJI,2026,1013915
DJI,2027,1024293
DJI,2028,1034383
DJI,2029,1044178
DJI,2030,1053672
DJI,2031,1062856
DJI,2032,1071727
DJI,2033,1080296
DJI,2034,1088584
DJI,2035,1096605
DJI,2036,1104362
DJI,2037,1111853
DJI,2038,1119085
DJI,2039,1126064
DJI,2040,1132797
DJI,2041,1139287
DJI,2042,1145532
DJI,2043,1151529
DJI,2044,1157268
DJI,2045,1162745
DJI,2046,1167956
DJI,2047,1172901
DJI,2048,1177581
DJI,2049,1181997
DJI,2050,1186149
DJI,2051,1190035
DJI,2052,1193654
DJI,2053,1196995
DJI,2054,1200048
DJI,2055,1202806
DJI,2056,1205267
DJI,2057,1207433
DJI,2058,1209301
DJI,2059,1210869
DJI,2060,1212138
DJI,2061,1213110
DJI,2062,1213790
DJI,2063,1214186
DJI,2064,1214308
DJI,2065,1214163
DJI,2066,1213762
DJI,2067,1213116
DJI,2068,1212238
DJI,2069,1211141
DJI,2070,1209840
DJI,2071,1208346
DJI,2072,1206671
DJI,2073,1204843
DJI,2074,1202891
DJI,2075,1200839
DJI,2076,1198702
DJI,2077,1196486
DJI,2078,1194193
DJI,2079,1191823
DJI,2080,1189378
DJI,2081,1186862
DJI,2082,1184278
DJI,2083,1181632
DJI,2084,1178923
DJI,2085,1176149
DJI,2086,1173315
DJI,2087,1170422
DJI,2088,1167460
DJI,2089,1164425
DJI,2090,1161308
DJI,2091,1158109
DJI,2092,1154831
DJI,2093,1151480
DJI,2094,1148060
DJI,2095,1144580
DJI,2096,1141042
DJI,2097,1137449
DJI,2098,1133802
DJI,2099,1130100
DJI,2100,1126340
DMA,1800,19950
DMA,1801,19950
DMA,1802,19950
DMA,1803,19950
DMA,1804,19950
DMA,1805,19950
DMA,1806,19950
DMA,1807,19950
DMA,1808,19950
DMA,1809,19950
DMA,1810,19950
DMA,1811,19950
DMA,1812,19950
DMA,1813,19950
DMA,1814,19950
DMA,1815,19950
DMA,1816,19950
DMA,1817,19950
DMA,1818,19950
DMA,1819,19950
DMA,1820,19950
DMA,1821,20031
DMA,1822,20113
DMA,1823,20195
DMA,1824,20278
DMA,1825,20361
DMA,1826,20444
DMA,1827,20527
DMA,1828,20611
DMA,1829,20695
DMA,1830,20780
DMA,1831,20865
DMA,1832,20950
DMA,1833,21035
DMA,1834,21121
DMA,1835,21208
DMA,1836,21294
DMA,1837,21381
DMA,1838,21469
DMA,1839,21556
DMA,1840,21644
DMA,1841,21733
DMA,1842,21821
DMA,1843,21911
DMA,1844,22000
DMA,1845,22166
DMA,1846,22333
DMA,1847,22502
DMA,1848,22672
DMA,1849,22843
DMA,1850,23015
DMA,1851,23189
DMA,1852,23364
DMA,1853,23540
DMA,1854,23718
DMA,1855,23897
DMA,1856,24077
DMA,1857,24259
DMA,1858,24442
DMA,1859,24627
DMA,1860,24813
DMA,1861,25000
DMA,1862,25193
DMA,1863,25388
DMA,1864,25584
DMA,1865,25782
DMA,1866,25981
DMA,1867,26181
DMA,1868,26384
DMA,1869,26588
DMA,1870,26793
DMA,1871,27000
DMA,1872,27098
DMA,1873,27197
DMA,1874,27296
DMA,1875,27396
DMA,1876,27495
DMA,1877,27596
DMA,1878,27696
DMA,1879,27797
DMA,1880,27898
DMA,1881,28000
DMA,1882,27898
DMA,1883,27797
DMA,1884,27696
DMA,1885,27596
DMA,1886,27495
DMA,1887,27396
DMA,1888,27296
DMA,1889,27197
DMA,1890,27098
DMA,1891,27000
DMA,1892,27194
DMA,1893,27389
DMA,1894,27585
DMA,1895,27783
DMA,1896,27982
DMA,1897,28183
DMA,1898,28385
DMA,1899,28588
DMA,1900,28794
DMA,1901,29000
DMA,1902,29465
DMA,1903,29937
DMA,1904,30417
DMA,1905,30905
DMA,1906,31401
DMA,1907,31904
DMA,1908,32416
DMA,1909,32935
DMA,1910,33463
DMA,1911,34000
DMA,1912,34289
DMA,1913,34580
DMA,1914,34874
DMA,1915,35170
DMA,1916,35468
DMA,1917,35769
DMA,1918,36073
DMA,1919,36380
DMA,1920,36688
DMA,1921,37000
DMA,1922,37387
DMA,1923,37779
DMA,1924,38174
DMA,1925,38573
DMA,1926,38977
DMA,1927,39385
DMA,1928,39797
DMA,1929,40214
DMA,1930,40635
DMA,1931,41060
DMA,1932,41490
DMA,1933,41924
DMA,1934,42363
DMA,1935,42806
DMA,1936,43254
DMA,1937,43707
DMA,1938,44164
DMA,1939,44626
DMA,1940,45093
DMA,1941,45565
DMA,1942,46042
DMA,1943,46524
DMA,1944,47011
DMA,1945,47503
DMA,1946,48000
DMA,1947,48757
DMA,1948,49526
DMA,1949,50307
DMA,1950,51101
DMA,1951,51706
DMA,1952,52298
DMA,1953,52945
DMA,1954,53690
DMA,1955,54557
DMA,1956,55545
DMA,1957,56631
DMA,1958,57774
DMA,1959,58920
DMA,1960,60015
DMA,1961,61034
DMA,1962,61983
DMA,1963,62918
DMA,1964,63920
DMA,1965,65037
DMA,1966,66304
DMA,1967,67681
DMA,1968,69041
DMA,1969,70212
DMA,1970,71076
DMA,1971,71567
DMA,1972,71737
DMA,1973,71745
DMA,1974,71811
DMA,1975,72092
DMA,1976,72648
DMA,1977,73412
DMA,1978,74240
DMA,1979,74922
DMA,1980,75312
DMA,1981,75374
DMA,1982,75166
DMA,1983,74747
DMA,1984,74212
DMA,1985,73637
DMA,1986,73022
DMA,1987,72365
DMA,1988,71740
DMA,1989,71240
DMA,1990,70926
DMA,1991,70842
DMA,1992,70962
DMA,1993,71181
DMA,1994,71350
DMA,1995,71364
DMA,1996,71184
DMA,1997,70846
DMA,1998,70419
DMA,1999,70003
DMA,2000,69672
DMA,2001,69447
DMA,2002,69301
DMA,2003,69200
DMA,2004,69087
DMA,2005,68925
DMA,2006,68700
DMA,2007,68434
DMA,2008,68159
DMA,2009,67922
DMA,2010,67757
DMA,2011,67675
DMA,2012,67665
DMA,2013,67702
DMA,2014,67750
DMA,2015,67784
DMA,2016,67793
DMA,2017,67786
DMA,2018,67781
DMA,2019,67807
DMA,2020,67879
DMA,2021,68004
DMA,2022,68168
DMA,2023,68352
DMA,2024,68524
DMA,2025,68663
DMA,2026,68760
DMA,2027,68820
DMA,2028,68846
DMA,2029,68842
DMA,2030,68815
DMA,2031,68763
DMA,2032,68685
DMA,2033,68582
DMA,2034,68459
DMA,2035,68316
DMA,2036,68156
DMA,2037,67981
DMA,2038,67791
DMA,2039,67589
DMA,2040,67380
DMA,2041,67165
DMA,2042,66944
DMA,2043,66715
DMA,2044,66475
DMA,2045,66221
DMA,2046,65952
DMA,2047,65672
DMA,2048,65389
DMA,2049,65111
DMA,2050,64847
DMA,2051,64599
DMA,2052,64366
DMA,2053,64142
DMA,2054,63924
DMA,2055,63703
DMA,2056,63481
DMA,2057,63257
DMA,2058,63033
DMA,2059,62809
DMA,2060,62585
DMA,2061,62361
DMA,2062,62136
DMA,2063,61910
DMA,2064,61682
DMA,2065,61452
DMA,2066,61219
DMA,2067,60983
DMA,2068,60745
DMA,2069,60505
DMA,2070,60263
DMA,2071,60020
DMA,2072,59776
DMA,2073,59529
DMA,2074,59279
DMA,2075,59025
DMA,2076,58767
DMA,2077,58504
DMA,2078,58239
DMA,2079,57971
DMA,2080,57702
DMA,2081,57432
DMA,2082,57162
DMA,2083,56893
DMA,2084,56628
DMA,2085,56369
DMA,2086,56116
DMA,2087,55870
DMA,2088,55632
DMA,2089,55401
DMA,2090,55179
DMA,2091,54965
DMA,2092,54761
DMA,2093,54566
DMA,2094,54380
DMA,2095,54203
DMA,2096,54034
DMA,2097,53874
DMA,2098,53722
DMA,2099,53577
DMA,2100,53437
DNK,1600,650000
DNK,1601,650482
DNK,1602,650964
DNK,1603,651447
DNK,1604,651930
DNK,1605,652413
DNK,1606,652897
DNK,1607,653381
DNK,1608,653865
DNK,1609,654350
DNK,1610,654835
DNK,1611,655320
DNK,1612,655806
DNK,1613,656292
DNK,1614,656779
DNK,1615,657266
DNK,1616,657753
DNK,1617,658241
DNK,1618,658729
DNK,1619,659217
DNK,1620,659706
DNK,1621,660195
DNK,1622,660684
DNK,1623,661174
DNK,1624,661664
DNK,1625,662155
DNK,1626,662646
DNK,1627,663137
DNK,1628,663629
DNK,1629,664121
DNK,1630,664613
DNK,1631,665106
DNK,1632,665599
DNK,1633,666092
DNK,1634,666586
DNK,1635,667080
DNK,1636,667575
DNK,1637,668070
DNK,1638,668565
DNK,1639,669060
DNK,1640,669556
DNK,1641,670053
DNK,1642,670550
DNK,1643,671047
DNK,1644,671544
DNK,1645,672042
DNK,1646,672540
DNK,1647,673039
DNK,1648,673538
DNK,1649,674037
DNK,1650,674537
DNK,1651,675037
DNK,1652,675537
DNK,1653,676038
DNK,1654,676539
DNK,1655,677041
DNK,1656,677543
DNK,1657,678045
DNK,1658,678548
DNK,1659,679051
DNK,1660,679554
DNK,1661,680058
DNK,1662,680562
DNK,1663,681067
DNK,1664,681572
DNK,1665,682077
DNK,1666,682583
DNK,1667,683089
DNK,1668,683595
DNK,1669,684102
DNK,1670,684609
DNK,1671,685117
DNK,1672,685624
DNK,1673,686133
DNK,1674,686641
DNK,1675,687151
DNK,1676,687660
DNK,1677,688170
DNK,1678,688680
DNK,1679,689190
DNK,1680,689701
DNK,1681,690213
DNK,1682,690724
DNK,1683,691236
DNK,1684,691749
DNK,1685,692262
DNK,1686,692775
DNK,1687,693289
DNK,1688,693803
DNK,1689,694317
DNK,1690,694832
DNK,1691,695347
DNK,1692,695862
DNK,1693,696378
DNK,1694,696894
DNK,1695,697411
DNK,1696,697928
DNK,1697,698445
DNK,1698,698963
DNK,1699,699481
DNK,1700,700000
DNK,1701,702927
DNK,1702,705867
DNK,1703,708819
DNK,1704,711783
DNK,1705,714759
DNK,1706,717748
DNK,1707,720750
DNK,1708,723764
DNK,1709,726791
DNK,1710,729830
DNK,1711,732882
DNK,1712,735947
DNK,1713,739024
DNK,1714,742115
DNK,1715,745218
DNK,1716,748335
DNK,1717,751464
DNK,1718,754607
DNK,1719,757762
DNK,1720,760931
DNK,1721,764113
DNK,1722,767309
DNK,1723,770517
DNK,1724,773740
DNK,1725,776975
DNK,1726,780224
DNK,1727,783487
DNK,1728,786764
DNK,1729,790054
DNK,1730,793358
DNK,1731,796675
DNK,1732,800007
DNK,1733,803352
DNK,1734,806712
DNK,1735,810085
DNK,1736,813473
DNK,1737,816875
DNK,1738,820291
DNK,1739,823721
DNK,1740,827166
DNK,1741,830625
DNK,1742,834099
DNK,1743,837587
DNK,1744,841089
DNK,1745,844607
DNK,1746,848139
DNK,1747,851685
DNK,1748,855247
DNK,1749,858824
DNK,1750,862415
DNK,1751,866022
DNK,1752,869643
DNK,1753,873280
DNK,1754,876932
DNK,1755,880599
DNK,1756,884282
DNK,1757,887979
DNK,1758,891693
DNK,1759,895422
DNK,1760,899166
DNK,1761,902926
DNK,1762,906702
DNK,1763,910494
DNK,1764,914302
DNK,1765,918125
DNK,1766,921965
DNK,1767,925820
DNK,1768,929692
DNK,1769,933579
DNK,1770,937484
DNK,1771,941404
DNK,1772,945341
DNK,1773,949294
DNK,1774,953264
DNK,1775,957250
DNK,1776,961253
DNK,1777,965273
DNK,1778,969310
DNK,1779,973363
DNK,1780,977434
DNK,1781,981521
DNK,1782,985626
DNK,1783,989748
DNK,1784,993887
DNK,1785,998043
DNK,1786,1002216
DNK,1787,1006408
DNK,1788,1010616
DNK,1789,1014842
DNK,1790,1019086
DNK,1791,1023348
DNK,1792,1027628
DNK,1793,1031925
DNK,1794,1036240
DNK,1795,1040574
DNK,1796,1044925
DNK,1797,1049295
DNK,1798,1053683
DNK,1799,1058089
DNK,1800,1062514
DNK,1801,1066957
DNK,1802,1071419
DNK,1803,1075900
DNK,1804,1080399
DNK,1805,1084917
DNK,1806,1089454
DNK,1807,1094010
DNK,1808,1098585
DNK,1809,1103179
DNK,1810,1107792
DNK,1811,1112425
DNK,1812,1117077
DNK,1813,1121748
DNK,1814,1126439
DNK,1815,1131150
DNK,1816,1135880
DNK,1817,1140630
DNK,1818,1145400
DNK,1819,1150190
DNK,1820,1155000
DNK,1821,1167000
DNK,1822,1179000
DNK,1823,1196000
DNK,1824,1213000
DNK,1825,1228000
DNK,1826,1243000
DNK,1827,1255000
DNK,1828,1265000
DNK,1829,1270000
DNK,1830,1273000
DNK,1831,1275000
DNK,1832,1276000
DNK,1833,1284000
DNK,1834,1295000
DNK,1835,1306000
DNK,1836,1315000
DNK,1837,1325000
DNK,1838,1335000
DNK,1839,1347000
DNK,1840,1357000
DNK,1841,1371000
DNK,1842,1385000
DNK,1843,1392000
DNK,1844,1414000
DNK,1845,1430000
DNK,1846,1444000
DNK,1847,1456000
DNK,1848,1470000
DNK,1849,1484000
DNK,1850,1499000
DNK,1851,1517000
DNK,1852,1536000
DNK,1853,1552000
DNK,1854,1569000
DNK,1855,1590000
DNK,1856,1612000
DNK,1857,1634000
DNK,1858,1653000
DNK,1859,1674000
DNK,1860,1696000
DNK,1861,1717000
DNK,1862,1739000
DNK,1863,1761000
DNK,1864,1777000
DNK,1865,1799000
DNK,1866,1814000
DNK,1867,1833000
DNK,1868,1852000
DNK,1869,1871000
DNK,1870,1888000
DNK,1871,1903000
DNK,1872,1918000
DNK,1873,1935000
DNK,1874,1954000
DNK,1875,1973000
DNK,1876,1994000
DNK,1877,2019000
DNK,1878,2043000
DNK,1879,2064000
DNK,1880,2081000
DNK,1881,2101000
DNK,1882,2120000
DNK,1883,2137000
DNK,1884,2160000
DNK,1885,2186000
DNK,1886,2213000
DNK,1887,2237000
DNK,1888,2257000
DNK,1889,2276000
DNK,1890,2294000
DNK,1891,2311000
DNK,1892,2327000
DNK,1893,2344000
DNK,1894,2367000
DNK,1895,2397000
DNK,1896,2428000
DNK,1897,2462000
DNK,1898,2497000
DNK,1899,2530000
DNK,1900,2561000
DNK,1901,2594000
DNK,1902,2623000
DNK,1903,2653000
DNK,1904,2681000
DNK,1905,2710000
DNK,1906,2741000
DNK,1907,2775000
DNK,1908,2809000
DNK,1909,2845000
DNK,1910,2882000
DNK,1911,2917000
DNK,1912,2951000
DNK,1913,2983000
DNK,1914,3018000
DNK,1915,3055000
DNK,1916,3092000
DNK,1917,3130000
DNK,1918,3165000
DNK,1919,3202000
DNK,1920,3242000
DNK,1921,3285000
DNK,1922,3322000
DNK,1923,3356000
DNK,1924,3389000
DNK,1925,3425000
DNK,1926,3452000
DNK,1927,3475000
DNK,1928,3497000
DNK,1929,3518000
DNK,1930,3542000
DNK,1931,3569000
DNK,1932,3603000
DNK,1933,3633000
DNK,1934,3666000
DNK,1935,3695000
DNK,1936,3722000
DNK,1937,3749000
DNK,1938,3777000
DNK,1939,3805000
DNK,1940,3832000
DNK,1941,3863000
DNK,1942,3903000
DNK,1943,3949000
DNK,1944,3998000
DNK,1945,4045000
DNK,1946,4101000
DNK,1947,4146000
DNK,1948,4190000
DNK,1949,4230000
DNK,1950,4268270
DNK,1951,4308324
DNK,1952,4345218
DNK,1953,4379141
DNK,1954,4410435
DNK,1955,4439594
DNK,1956,4467279
DNK,1957,4494306
DNK,1958,4521598
DNK,1959,4550129
DNK,1960,4580708
DNK,1961,4613769
DNK,1962,4649179
DNK,1963,4686155
DNK,1964,4723496
DNK,1965,4760262
DNK,1966,4796157
DNK,1967,4831242
DNK,1968,4865343
DNK,1969,4898350
DNK,1970,4930118
DNK,1971,4960476
